unit,street,city,state,postal,country,property value,existing mortgage amount
,7301 Fawn St,Kaukauna,54130,WI ,US,113189625,13450942
609,8231 Race St,Wakefield,01880,MA ,US,263715737,155542841
18,7 South William Drive,Mokena,60448,IL ,US,245683068,20447380
,99 Second St,Bergenfield,07621,NJ ,US,61447090,43579129
34,960 North Foster St,Ashburn,20147,VA ,US,262153011,189291791
456,468 Vine Street,Mesa,85203,AZ ,US,28835940,16536878
539,9395 Glen Eagles St,Watertown,02472,MA ,US,257874619,152417521
733,399 East William St,Essex,21221,MD ,US,194322981,109860046
124,7808 SW. Howard Ave,Merrick,11566,NY ,US,54289914,17377980
262,7923 South Bayport St,Hempstead,11550,NY ,US,38114678,31491223
182,8014 Gonzales Drive,Oak Forest,60452,IL ,US,133228486,60369660
,783 Westminster St,Queensbury,12804,NY ,US,34924064,24197826
,8194 Edgewater Rd,Monroe Township,08831,NJ ,US,34437428,24755034
983,688 Water Ave,Fremont,43420,OH ,US,149025806,83212876
101,9459 Winding Way Street,Elizabeth,07202,NJ ,US,260255646,117336436
355,27 Ryan Ave,Shepherdsville,40165,KY ,US,191251774,152479841
289,93 East San Carlos St,Rome,13440,NY ,US,29465975,13102351
570,690 East Brandywine Lane,Westland,48185,MI ,US,52884871,40759880
,466 Pennsylvania Ave,New Britain,06051,CT ,US,228387481,51792439
,8332 North Gates Avenue,New York,10002,NY ,US,150648461,102965703
,368 Oakland Drive,Myrtle Beach,29577,SC ,US,55137640,19583123
274,7411 Eagle Ave,Altoona,16601,PA ,US,110383127,65350337
,73 West Canal Rd,Cumming,30040,GA ,US,84949974,31487957
,738 Vale Court,Mebane,27302,NC ,US,54166874,32151102
771,31 S. Warren Ave,Macomb,48042,MI ,US,249467749,196431180
838,7163 Green Hill Dr,Hermitage,37076,TN ,US,87280612,16252719
,9994 Rockledge Court,Freeport,11520,NY ,US,278512712,187568500
839,972 Gregory St,South Bend,46614,IN ,US,237250273,137407592
,8751 Sherwood Court,Dunedin,34698,FL ,US,13262783,7427774
390,9125 Academy St,Havertown,19083,PA ,US,162063386,119622874
,8884 Surrey Dr,Sykesville,21784,MD ,US,149011161,67217000
67,8489 Linda St,Des Moines,50310,IA ,US,117851679,84464672
,8462 Hall St,Harvey,60426,IL ,US,86768344,64243065
,724 Beacon St,Everett,02149,MA ,US,147759558,4176125
,285 White Street,Onalaska,54650,WI ,US,176660480,57411820
162,861 Columbia Ave,North Fort Myers,33917,FL ,US,266578697,62633203
407,7137 W. 6th Court,Dundalk,21222,MD ,US,202879801,141738113
,70 Roosevelt Street,Essex,21221,MD ,US,2604778,1829958
452,9 Willow St,Elgin,60120,IL ,US,69862340,15683605
,24 West Deerfield Court,Lebanon,17042,PA ,US,236969674,51020116
,45 Chestnut St,Hendersonville,28792,NC ,US,93201933,82537675
310,9512 Green Hill Ave,Billings,59101,MT ,US,190302160,153885058
,2 Brewery St,Sanford,27330,NC ,US,55483156,8855343
309,88 White Ave,Willingboro,08046,NJ ,US,91249654,68886038
581,7666 Willow St,Owings Mills,21117,MD ,US,27152020,532658
,789 Arlington Rd,Winter Springs,32708,FL ,US,276204500,229410238
,57 Lafayette Drive,West Islip,11795,NY ,US,215172291,126746382
189,552 E. Big Rock Cove Dr,Macungie,18062,PA ,US,292385237,106082269
,7866 Trout Ave,Huntington Station,11746,NY ,US,270523284,222119489
,8466 Henry Ave,Southfield,48076,MI ,US,154050641,115706092
,8 S. County Ave,Hopewell,23860,VA ,US,54094340,47965955
940,9077 Gregory Street,Gainesville,20155,VA ,US,139929095,2228421
160,347 Pleasant Ave,North Attleboro,02760,MA ,US,278223800,117299156
,496 John Lane,Olney,20832,MD ,US,33693182,21623403
,181 Hillcrest Dr,Massapequa,11758,NY ,US,82136985,69558381
268,423 E. Arnold Rd,Tacoma,98444,WA ,US,89579936,7832944
383,525 Studebaker St,Belmont,02478,MA ,US,4489087,2734338
,143 Pin Oak Lane,Jackson Heights,11372,NY ,US,85191507,58852405
,9512 Green Hill Ave,Billings,59101,MT ,US,190302160,153885058
521,283 Walt Whitman St,Canfield,44406,OH ,US,42422343,6071893
635,642 Sunset Court,Latrobe,15650,PA ,US,122631394,19174069
,732 Wrangler Avenue,Cumberland,02864,RI ,US,277020399,96123161
760,386 Princess Dr,Riverside,08075,NJ ,US,138124980,65460427
384,494 Division Dr,Randallstown,21133,MD ,US,91795461,10335462
961,8592 Roosevelt Rd,Hummelstown,17036,PA ,US,146096502,95083882
902,285 Fairfield Court,Rapid City,57701,SD ,US,232616805,186686822
,501 Hickory St,Joliet,60435,IL ,US,291630596,129732344
57,141 East Rd,Woodbridge,22191,VA ,US,231745806,102902647
144,8677 Bridge Court,Minneapolis,55406,MN ,US,280201981,61123517
,322 Del Monte Street,Sicklerville,08081,NJ ,US,175511462,95198664
,92 Cottage Street,West Palm Beach,33404,FL ,US,251312162,73440700
326,328 Oakland Street,Cordova,38016,TN ,US,144330937,49404583
463,9336 Strawberry Lane,Bakersfield,93306,CA ,US,270352331,209582248
996,51 Aspen St,Fernandina Beach,32034,FL ,US,212198101,134595069
,459 Jones St,Griffin,30223,GA ,US,4776715,666409
136,5 Gates Lane,Bedford,44146,OH ,US,143722764,63770937
866,8907 Devonshire Street,Hackensack,07601,NJ ,US,105311251,87455511
,92 East Greenview Court,Hollywood,33020,FL ,US,299025773,240124622
601,97 Wall St,Milwaukee,53204,WI ,US,238267752,70385408
,916 Sherman Ave,Chicopee,01020,MA ,US,80355562,9932830
125,8347 Thorne St,Rockville Centre,11570,NY ,US,138345386,64410520
,9152 College St,Hope Mills,28348,NC ,US,81677570,17524999
373,9947 Fairfield Court,Fort Myers,33905,FL ,US,197822527,11998357
289,71 St Margarets Lane,Toms River,08753,NJ ,US,273562878,128716116
363,940 Marsh Ave,Leesburg,20175,VA ,US,222567833,49904426
76,414 Peachtree Drive,Lawrence,01841,MA ,US,157035941,135183263
848,716 Bridle Dr,Erie,16506,PA ,US,126704293,53245691
358,3 Coffee Ave,Royersford,19468,PA ,US,13153208,10964456
,11 S. 2nd Ave,Mays Landing,08330,NJ ,US,168430179,89567099
,36 Jones Street,Rocklin,95677,CA ,US,132865505,111731264
615,33 Henry Smith Street,Pewaukee,53072,WI ,US,277226508,184067864
21,16 East Sherwood Ave,Bettendorf,52722,IA ,US,275520744,17561213
4,674 Valley Dr,Hampton,23666,VA ,US,191449900,123317829
,8783 High Noon Lane,Berwyn,60402,IL ,US,6865910,2240354
755,8 South Rockland Rd,Stuart,34997,FL ,US,109794444,95659272
,170 Maple St,Westmont,60559,IL ,US,220195318,61871206
918,7189 Inverness Dr,Vincentown,08088,NJ ,US,130958223,882001
,549 Shipley Street,Waterford,48329,MI ,US,187335454,5345669
89,938 Grant Lane,South Plainfield,07080,NJ ,US,97454154,52672364
,7210 Catherine Ave,Nutley,07110,NJ ,US,14547166,4760209
,704 Alton Street,Shakopee,55379,MN ,US,43875380,29669501
639,133 Cedar Swamp Drive,Gwynn Oak,21207,MD ,US,242414449,151329909
40,89 Valley St,Mc Lean,22101,VA ,US,100612986,73169438
,1 Rockledge St,Kernersville,27284,NC ,US,289474384,126243978
715,22 Glendale Lane,Billings,59101,MT ,US,41197977,3490560
,9483 Grand Street,Fort Lee,07024,NJ ,US,61852251,14203674
571,54 North Fremont Street,Saint Cloud,56301,MN ,US,227770654,88541136
978,7797 Green St,New Milford,06776,CT ,US,108032658,88621216
,9359 Bishop Drive,Stroudsburg,18360,PA ,US,224508382,835915
,8124 Arlington Avenue,Schaumburg,60193,IL ,US,157662477,116664941
650,8528 Rockledge Street,Bartlett,60103,IL ,US,47144,12086
704,689 High Noon Street,Casselberry,32707,FL ,US,288334290,24542509
,88 Bishop St,Melrose,02176,MA ,US,243862596,993447
193,19 Virginia Dr,Port Chester,10573,NY ,US,197519465,143187272
354,8972 Cleveland St,Taylors,29687,SC ,US,179615134,21784450
,260 College St,Hamtramck,48212,MI ,US,71119116,38396278
77,708 Proctor Drive,Charleston,29406,SC ,US,240391848,174630003
,766 West Heather Avenue,Bethlehem,18015,PA ,US,237346417,20527632
928,9586 W. Wakehurst Lane,Glendora,91740,CA ,US,114302352,30773560
519,556 Lilac Drive,Elyria,44035,OH ,US,111138614,18794349
285,7163 Green Hill Dr,Hermitage,37076,TN ,US,87280612,16252719
,7 W. Pennington Ave,Whitehall,18052,PA ,US,244223092,56460620
265,365 South Sycamore Dr,Mason,45040,OH ,US,232373632,15452319
104,2 North Old York Street,Raeford,28376,NC ,US,8034308,533452
,14 Wall Ave,Rockledge,32955,FL ,US,261502345,79660990
728,79 Andover Circle,Bozeman,59715,MT ,US,223782496,69770479
543,42 Penn Dr,Port Jefferson Station,11776,NY ,US,163055356,21363541
354,977 Canterbury Drive,Barrington,60010,IL ,US,124667273,47080432
220,9073 North Carson Lane,Opa Locka,33054,FL ,US,225624133,101277649
,371 Mayfair Street,Irmo,29063,SC ,US,42860431,2430079
281,8400 Hamilton St,Durham,27703,NC ,US,103588354,57699131
,8451 Arlington Dr,Fairfield,06824,CT ,US,74770704,33398258
651,907 Hudson Street,Clarkston,48348,MI ,US,5115163,923181
105,289 Del Monte Dr,Parlin,08859,NJ ,US,153415350,58263201
156,863 Spring Dr,Middleburg,32068,FL ,US,212869474,96936431
28,7057 Sherwood Road,Lake Jackson,77566,TX ,US,6756224,2982182
655,7609 Branch St,Dover,03820,NH ,US,32296605,23648364
475,781 Delaware Ave,Bluffton,29910,SC ,US,155065043,39168365
95,8588 Princeton Street,Oak Park,48237,MI ,US,223742566,177617014
,93 Henry Street,Severn,21144,MD ,US,99614187,68443450
476,7083 Brown Street,Appleton,54911,WI ,US,117327946,8058578
749,8542 Glenridge St,Glenview,60025,IL ,US,225463392,67584913
425,7315 West Franklin Street,Lorain,44052,OH ,US,222760939,142529987
,933 Fordham Dr,Santa Clara,95050,CA ,US,115478940,89631954
,410 Queen Street,Willoughby,44094,OH ,US,134049918,83135410
159,505 Edgefield Road,New City,10956,NY ,US,293787760,1724433
943,27 Newbridge Street,Atwater,95301,CA ,US,50748133,33529791
251,43 Evergreen Dr,Fairfax,22030,VA ,US,101192059,42179496
283,8507 West Gainsway Street,Portland,04103,ME ,US,117154746,48870172
782,8923 Cardinal Dr,Natick,01760,MA ,US,9591033,6000217
183,9648 Ann St,South Plainfield,07080,NJ ,US,136908097,4419426
74,249 Saxon Avenue,Lake Worth,33460,FL ,US,122108723,84309881
,9735 Summerhouse St,Bear,19701,DE ,US,195609011,79181245
438,9016 Arlington Ave,South Richmond Hill,11419,NY ,US,232736888,105264766
722,907 Hudson Street,Clarkston,48348,MI ,US,5115163,923181
,18 Sussex St,Allentown,18102,PA ,US,242430503,9459365
,8906 Bear Hill Court,Merrimack,03054,NH ,US,44374639,7483597
,523 Oak Valley Drive,Vineland,08360,NJ ,US,299529589,153244726
451,689 High Noon Street,Casselberry,32707,FL ,US,288334290,24542509
677,9151 Cactus Lane,Cookeville,38501,TN ,US,221097282,66844105
,35 S. Deerfield Ave,Shepherdsville,40165,KY ,US,62151841,27135692
46,17 Pleasant Road,Morton Grove,60053,IL ,US,242447224,125277209
445,94 Valley Farms St,Lake In The Hills,60156,IL ,US,284420601,22277497
591,479 High Ridge St,Morgantown,26508,WV ,US,197241863,175728710
859,8778 Adams Dr,Lady Lake,32159,FL ,US,184555024,28870606
,623 South Valley St,Alpharetta,30004,GA ,US,255506338,223429637
796,541 Whitemarsh Avenue,Williamsport,17701,PA ,US,24919680,22345649
,81 North Alton Road,Ankeny,50023,IA ,US,212519041,131651894
,8191 El Dorado Ave,Richmond,23223,VA ,US,142814994,109263735
820,97 Rosewood Drive,Alabaster,35007,AL ,US,297365905,96292948
357,7 Tower Drive,Wenatchee,98801,WA ,US,264166186,45203286
896,7 Orchard Lane,Sylvania,43560,OH ,US,280588257,47025974
69,65 Livingston Rd,Temple Hills,20748,MD ,US,258065164,186408079
,931 Columbia Street,Villa Park,60181,IL ,US,187177098,153223863
431,5 Willow Avenue,Beltsville,20705,MD ,US,86102106,55887549
,938 Sleepy Hollow St,Holland,49423,MI ,US,285692019,216921266
,9558 Greystone Dr,Lawrence Township,08648,NJ ,US,7686783,2890184
,9067 John Ave,Auburn,13021,NY ,US,147970252,113923506
8,9863 Birchpond Ave,Reading,01867,MA ,US,268716400,32628944
12,7315 West Franklin Street,Lorain,44052,OH ,US,222760939,142529987
701,611 South Grove St,Peoria,61604,IL ,US,209985815,44103763
417,20 Constitution St,Hummelstown,17036,PA ,US,233684170,91410452
253,7315 West Franklin Street,Lorain,44052,OH ,US,222760939,142529987
393,7 Tower Drive,Wenatchee,98801,WA ,US,264166186,45203286
374,9928 Santa Clara Ave,Norwalk,06851,CT ,US,22932754,12082618
,73 Harvard Ave,Summerville,29483,SC ,US,287628650,248767970
,9474 South Hillcrest St,Bangor,04401,ME ,US,119839340,86847319
,8494 Kirkland Lane,Voorhees,08043,NJ ,US,88860741,103296
111,594 Old Proctor Street,Hillsboro,97124,OR ,US,268600519,19688924
106,8923 Cardinal Dr,Natick,01760,MA ,US,9591033,6000217
179,8131 Grandrose Street,Laurel,20707,MD ,US,78693168,23736461
,160 Woodside Ave,Zeeland,49464,MI ,US,213418614,44211083
,9003 Vale Dr,Phoenixville,19460,PA ,US,14919737,13064359
580,7582 Prairie St,Lincoln,68506,NE ,US,1361097,1097429
644,9453 St Paul Avenue,Willoughby,44094,OH ,US,38718455,23128071
,9554 East Carpenter St,Clermont,34711,FL ,US,36317904,4541928
816,58 Newbridge Ave,North Haven,06473,CT ,US,136282033,44067786
,8425 Riverview St,Orange,07050,NJ ,US,93233644,32657321
535,1 Acacia Street,New Bedford,02740,MA ,US,274886048,234668813
,869 John St,Wilson,27893,NC ,US,141524980,52431384
132,731 E. Oklahoma Road,Arvada,80003,CO ,US,165699071,133352807
832,95 West Prairie Rd,Bloomfield,07003,NJ ,US,277551612,210519686
,106 Franklin Lane,Hackettstown,07840,NJ ,US,21706366,1228345
967,9 West Mechanic Street,Mokena,60448,IL ,US,169415279,143143286
322,184 Old Surrey St,Saginaw,48601,MI ,US,289467598,257705812
207,8206 Vermont Ave,Fresno,93706,CA ,US,107322252,87929057
346,10 Pendergast Lane,Fuquay Varina,27526,NC ,US,48290881,37831709
,451 Somerset Dr,Nampa,83651,ID ,US,142748058,59748083
,95 Manor Street,Clarksville,37040,TN ,US,105239523,54566025
61,214 Lincoln Court,Rockville Centre,11570,NY ,US,94474498,10977820
709,9232 Thatcher Dr,Worcester,01604,MA ,US,154337243,5430760
589,65 Rockwell Street,Richardson,75080,TX ,US,258082527,192411867
463,9064 Piper St,East Haven,06512,CT ,US,229414669,59436084
,63 E. Hilldale Dr,Orchard Park,14127,NY ,US,257669812,85156967
693,8695 Parker Ave,New Castle,16101,PA ,US,281511922,231109561
,992 Primrose Lane,Encino,91316,CA ,US,45338830,22268407
545,651 North Amerige Ave,Meriden,06450,CT ,US,206206777,160093348
290,88 King Dr,Jamaica,11432,NY ,US,6045986,4569472
766,8530 East Liberty Ave,Sicklerville,08081,NJ ,US,180928809,145636811
280,66 West New Saddle Lane,Peachtree City,30269,GA ,US,66154549,44821927
978,7279 Lafayette Court,Annapolis,21401,MD ,US,161854341,48133839
713,90 Southampton Dr,Tewksbury,01876,MA ,US,10643454,7145898
203,8967 Kingston Ave,Lititz,17543,PA ,US,291787676,253557727
449,642 San Pablo St,Cranston,02920,RI ,US,251639433,198516953
,8 Pheasant Court,Apopka,32703,FL ,US,224338559,66911064
760,9858 St Paul Lane,Peabody,01960,MA ,US,99985940,81214105
462,804 Randall Mill Ave,Eau Claire,54701,WI ,US,157047474,32119801
813,39 Atlantic Rd,Lady Lake,32159,FL ,US,232544571,51248211
487,477 Thorne Dr,Thibodaux,70301,LA ,US,13238013,6742886
859,36 Kent Ave,Duluth,30096,GA ,US,222943427,13477291
,23 E. Victoria Ave,Hartselle,35640,AL ,US,207024477,59233309
584,326 Birch Hill Rd,Southgate,48195,MI ,US,208434737,63396613
936,85 Winchester Street,Bountiful,84010,UT ,US,254863631,14523102
,9677 West Alderwood St,Pasadena,21122,MD ,US,297969308,139985198
365,20 Beach Drive,Fuquay Varina,27526,NC ,US,254732497,138337561
127,642 Brown Ave,Saint Louis,63109,MO ,US,2946496,4567
,310 Brandywine Court,Nashua,03060,NH ,US,145286988,88814220
627,9510 Third Rd,Saint Augustine,32084,FL ,US,42675121,9242522
,685 Liberty Drive,Ormond Beach,32174,FL ,US,268791590,240499403
342,570 Summerhouse Rd,Bristol,06010,CT ,US,212232374,68232864
206,255 Shadow Brook Street,Murrells Inlet,29576,SC ,US,278644641,92014353
746,9157 Cemetery Lane,Menasha,54952,WI ,US,272448537,159493985
,184 Applegate Ave,Loveland,45140,OH ,US,108899658,37706109
,4 Meadow Avenue,Prior Lake,55372,MN ,US,110295970,61613179
182,40 Lancaster St,Rahway,07065,NJ ,US,9841202,3921749
327,875 Lake Forest Street,Westford,01886,MA ,US,220339259,53153156
368,978 Fairfield St,Lynchburg,24502,VA ,US,110653330,56874080
,44 North Arrowhead St,Loganville,30052,GA ,US,225112750,39476988
273,173 Glenwood Ave,Hernando,38632,MS ,US,144709585,118113609
3,18 Westminster Rd,Patchogue,11772,NY ,US,54712121,44317456
,9623 Wilson Street,Hammonton,08037,NJ ,US,153062012,96473185
,72 Selby Dr,Brookfield,53045,WI ,US,90705811,37945366
618,8309 West Bald Hill Rd,Chapel Hill,27516,NC ,US,117536526,82176334
997,20 Beach Drive,Fuquay Varina,27526,NC ,US,254732497,138337561
,9608 Boston St,Oceanside,11572,NY ,US,12330434,4498241
184,9674 Pineknoll St,Tuckerton,08087,NJ ,US,258988742,18630591
,39 James Street,Toms River,08753,NJ ,US,91285560,79219551
621,713 Myrtle Street,Manchester,03102,NH ,US,271037043,88607716
,15 Pendergast Ave,Norwich,06360,CT ,US,40046315,28254815
778,5 Elm Ave,Millington,38053,TN ,US,53365837,22581035
242,7666 Willow St,Owings Mills,21117,MD ,US,27152020,532658
343,75 West Redwood St,Kennesaw,30144,GA ,US,182966693,1748221
239,9641 Monroe Street,Waldorf,20601,MD ,US,48197909,20567211
,65 Saxon St,New Brunswick,08901,NJ ,US,14526724,2523461
491,8507 West Gainsway Street,Portland,04103,ME ,US,117154746,48870172
,69 Franklin Street,Hudson,03051,NH ,US,13898582,10356399
19,2 Henry Smith Drive,Randallstown,21133,MD ,US,279121258,18859494
,165 Jockey Hollow Ave,Asheboro,27205,NC ,US,78567703,9073465
172,205 Corona St,Miami,33125,FL ,US,261716200,229200529
422,20 Constitution St,Hummelstown,17036,PA ,US,233684170,91410452
,945 Snake Hill St,Zanesville,43701,OH ,US,206963404,172022815
687,8065 6th Dr,Winona,55987,MN ,US,269352266,133228962
889,165 Jockey Hollow Ave,Asheboro,27205,NC ,US,78567703,9073465
,781 Tower Lane,Sun City,85351,AZ ,US,132596661,79995857
796,242 E. Meadowbrook Dr,Rego Park,11374,NY ,US,53033944,35396269
,42 E. Beaver Ridge Ave,Commack,11725,NY ,US,239672163,40536985
,8761 Indian Summer Drive,Yorktown,23693,VA ,US,5064934,4519647
524,78 Rocky River Rd,Parsippany,07054,NJ ,US,84678386,36792013
36,241 Glenholme Street,West New York,07093,NJ ,US,20129680,5192690
,42 W. Central St,Schaumburg,60193,IL ,US,294483869,60848840
702,63 Elm Circle,Harvey,60426,IL ,US,51659452,20494506
476,761 Center Drive,Dubuque,52001,IA ,US,82585184,53085719
,407 West Cross St,Elgin,60120,IL ,US,196853779,41279156
,666 Wild Horse Dr,Endicott,13760,NY ,US,57448402,4269624
267,8836 Lilac Lane,West Orange,07052,NJ ,US,223334354,144858609
297,742 Wild Horse Drive,Blacksburg,24060,VA ,US,181754198,141330417
,263 Big Rock Cove Court,Plattsburgh,12901,NY ,US,297026917,152829196
540,23 W. Manchester Dr,Lutherville Timonium,21093,MD ,US,114999621,100028719
,9135 Arlington St,Fort Wayne,46804,IN ,US,278269222,219292394
776,873 East Alton St,Mason City,50401,IA ,US,223529135,150674319
,9148 High Point Ave,Moncks Corner,29461,SC ,US,132864670,34186507
844,9950 Birchwood Street,Southaven,38671,MS ,US,260638126,203902908
,88 Piper St,Clemmons,27012,NC ,US,282617742,138973038
379,9990 Proctor Street,Hoffman Estates,60169,IL ,US,206462598,142969752
20,9713 Linden St,Torrington,06790,CT ,US,9643149,1142925
410,8390 S. Marvon St,Barrington,60010,IL ,US,83173680,10906038
985,7315 West Franklin Street,Lorain,44052,OH ,US,222760939,142529987
654,9433 John Street,Montgomery,36109,AL ,US,2833540,2139288
887,9085 Delaware Ave,Clover,29710,SC ,US,1434291,400186
,948 Penn St,New City,10956,NY ,US,290082173,130208510
388,746 Schoolhouse Drive,Hanover Park,60133,IL ,US,174016696,140614722
644,8404 Harrison St,Rossville,30741,GA ,US,183804952,79879143
,588 Peg Shop St,Batavia,45103,OH ,US,21603211,2158438
580,614 Bay Meadows Ave,Clarksburg,26301,WV ,US,191899437,134089004
,38 Forest Ave,Woodstock,30188,GA ,US,48372743,5407723
,7163 Somerset Rd,Port Charlotte,33952,FL ,US,153001016,27695273
,9322 Wintergreen Court,Apex,27502,NC ,US,154481773,125750015
503,373 Cardinal Street,Racine,53402,WI ,US,116023091,69144303
,8714 Windfall Street,Huntersville,28078,NC ,US,213486861,115480466
345,529 Green Hill Road,Daphne,36526,AL ,US,287418876,44844564
64,79 Andover Circle,Bozeman,59715,MT ,US,223782496,69770479
867,7144 Military Rd,Amarillo,79106,TX ,US,253843269,6181575
497,570 Lafayette Lane,Faribault,55021,MN ,US,79988739,63224335
,40 Albany Rd,Mason,45040,OH ,US,6593735,1690768
332,8236 Helen Ave,Powhatan,23139,VA ,US,67344120,19533937
,200 Elizabeth Street,Starkville,39759,MS ,US,188188021,93446056
266,7105 Annadale Street,Hickory,28601,NC ,US,98374459,49155286
